id,tokens,ner_tags,input_ids,token_type_ids,attention_mask,labels,true_labels,pred_labels,reward
28,"['@abzmedic' 'I' ""'m"" 'missing' 'autumn' 'because' 'of' 'work' '.' ':('
 'I' 'must' 'get' 'into' 'the' 'forests' 'tomorrow' '!']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[  101  1030 11113  2480  7583  2594  1045  1005  1049  4394  7114  2138
  1997  2147  1012  1024  1006  1045  2442  2131  2046  1996  6138  4826
   999   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0 -100 -100 -100 -100    0    0 -100    0    0    0    0    0
    0    0 -100    0    0    0    0    0    0    0    0 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
29,"['Fellas' 'Do' ""n't"" 'just' 'lick' 'the' 'PussyY' ',' 'LOVE' 'IT' '!'
 'enjoy' 'it' '.' 'like' 'u' 'just' 'got' 'married' '&lt;' 'the'
 'preacher' 'said' 'u' 'may' 'kiss' 'the' 'bride']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[  101  3062  3022  2079  1050  1005  1056  2074 15385  1996 22418  2100
  1010  2293  2009   999  5959  2009  1012  2066  1057  2074  2288  2496
  1004  8318  1025  1996 14512  2056  1057  2089  3610  1996  8959   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0 -100    0    0 -100 -100    0    0    0    0 -100    0    0
    0    0    0    0    0    0    0    0    0    0    0 -100 -100    0
    0    0    0    0    0    0    0 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
30,"['RT' '@Sexstrology' ':' 'Pisces' 'tend' 'to' 'escape' 'into' 'fantasy'
 'and' 'day' 'dreams' '.' 'There' 'they' 'are' 'free' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[  101 19387  1030  3348  3367 13153 15707  1024 14255 11020  2229  7166
  2000  4019  2046  5913  1998  2154  5544  1012  2045  2027  2024  2489
  1012   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0 -100 -100 -100 -100    0    0 -100 -100    0    0    0
    0    0    0    0    0    0    0    0    0    0    0 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
31,"['Cant' 'wait' 'for' 'the' 'ravens' 'game' 'tomorrow' '....' 'go' 'ray'
 'rice' '!!!!!!!']",[ 0  0  0  0  5  0  0  0  0  9 10  0],"[  101  2064  2102  3524  2005  1996 17272  2208  4826  1012  1012  1012
  1012  2175  4097  5785   999   999   999   999   999   999   999   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0 -100    0    0    0    5    0    0    0 -100 -100 -100    0
    9   10    0 -100 -100 -100 -100 -100 -100 -100]","['O', 'O', 'O', 'O', 'B-group', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
32,"['I' 'just' 'took' '""' 'When' 'your' 'mom' 'makes' 'you' 'go' 'live'
 'with' 'your' 'dad' 'Scooter' 'Braun' ',' 'your' 'life' '...""' 'and'
 'got' ':' 'Part' '7' '!' 'Try' 'it' ':' 'http://tinyurl.com/27r2pdz']","[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  9 10  0  0  0  0  0  0  0  0
  0  0  0  0  0  0]","[  101  1045  2074  2165  1000  2043  2115  3566  3084  2017  2175  2444
  2007  2115  3611  8040 17206  2121 21909  1010  2115  2166  1012  1012
  1012  1000  1998  2288  1024  2112  1021   999  3046  2009  1024  8299
  1024  1013  1013  4714  3126  2140  1012  4012  1013  2676  2099  2475
 17299  2480   102]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    9 -100 -100   10    0    0    0    0 -100 -100 -100    0    0
    0    0    0    0    0    0    0    0 -100 -100 -100 -100 -100 -100
 -100 -100 -100 -100 -100 -100 -100 -100 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
33,"['I' 'miss' 'being' 'able' 'to' 'run' 'and' 'dance' 'around' 'all' 'day'
 'instead' 'of' 'having' 'to' 'catch' 'my' 'breath' 'every' 'five'
 'minutes' 'of' 'my' 'life' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[ 101 1045 3335 2108 2583 2000 2448 1998 3153 2105 2035 2154 2612 1997
 2383 2000 4608 2026 3052 2296 2274 2781 1997 2026 2166 1012  102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
34,"['@SnoopDogg' 'hey' 'snoop' 'my' 'wife' 'Cath' 'is' '30' 'today' ',' 'any'
 'chance' 'of' 'a' 'shout' 'out' 'to' 'her' ',']",[0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[  101  1030 29044 16168  2290  4931 29044  2026  2564  4937  2232  2003
  2382  2651  1010  2151  3382  1997  1037 11245  2041  2000  2014  1010
   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0 -100 -100 -100    0    9    0    0    0 -100    0    0    0
    0    0    0    0    0    0    0    0    0    0 -100]","['O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
35,"['Today' 'I' 'got' 'a' 'promotion' 'at' 'work' ',' 'and' 'tomorrow' 'I'
 ""'m"" 'going' 'home' 'to' 'Wisconsin' 'for' 'a' 'few' 'days' '.' 'So'
 'content' 'with' 'life' 'right' 'now' '.' ':)']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0],"[ 101 2651 1045 2288 1037 4712 2012 2147 1010 1998 4826 1045 1005 1049
 2183 2188 2000 5273 2005 1037 2261 2420 1012 2061 4180 2007 2166 2157
 2085 1012 1024 1007  102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0    0    0    0    0    0    0    0    0 -100
    0    0    0    7    0    0    0    0    0    0    0    0    0    0
    0    0    0 -100 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
36,"['TWEET' '!' '@stjosephs' 'Empls' 'of' 'the' 'Month' ':' 'Deborah' 'L'
 '#Speech' '#Pathologist-Childrens' 'Rehab' 'and' 'Patricia' 'M'
 '#Referral/#Auth' '#Spec-#Womens' '#Care' '!']",[ 0  0  0  0  0  0  0  0  9 10  0  0  0  0  9 10  0  0  0  0],"[  101  1056 28394  2102   999  1030  2358 19929 13699  7898  7861 24759
  2015  1997  1996  3204  1024 15555  1048  1001  4613  1001  4130  8662
  1011  2336  2015 24497  1998 10717  1049  1001  6523  7941  1013  1001
  8740  2705  1001 28699  1011  1001  2308  2015  1001  2729   999   102]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1]","[-100    0 -100 -100    0    0 -100 -100 -100 -100    0 -100 -100    0
    0    0    0    9   10    0 -100    0 -100 -100 -100 -100 -100    0
    0    9   10    0 -100 -100 -100 -100 -100 -100    0 -100 -100 -100
 -100 -100    0 -100    0 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
37,"['RT' '@LilTwist' ':' 'RT' 'this' 'if' 'you' 'want' 'me' 'to' 'go' 'back'
 'live' 'on' 'Ustream' 'later' 'tonight']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],"[  101 19387  1030 13451  2102  9148  3367  1024 19387  2023  2065  2017
  2215  2033  2000  2175  2067  2444  2006  2149 25379  2101  3892   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0 -100 -100 -100 -100    0    0    0    0    0    0    0
    0    0    0    0    0    1 -100    0    0 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
38,"['Really' 'hope' 'I' 'can' 'get' 'to' '@glasgowfilm' 'for' 'Winter' ""'s""
 'Bone' '-' 'need' 'to' 'get' 'on' 'with' 'job' 'applications' 'tonight'
 'then' '!' 'Trailer' ':' 'http://bit.ly/bhUlum']",[0 0 0 0 0 0 0 0 3 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[  101  2428  3246  1045  2064  2131  2000  1030  6785 23665  2005  3467
  1005  1055  5923  1011  2342  2000  2131  2006  2007  3105  5097  3892
  2059   999  9117  1024  8299  1024  1013  1013  2978  1012  1048  2100
  1013  1038 21886  2819   102]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1]","[-100    0    0    0    0    0    0    0 -100 -100    0    3    4 -100
    4    0    0    0    0    0    0    0    0    0    0    0    0    0
    0 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'I-creative-work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
39,"['RT' '@WeSpazForJB' ':' 'http://twitpic.com/2nn4ee' '&lt;' '----' 'still'
 'the' 'funniest' 'photo' '.' 'of' 'all' 'time' '.' 'ALL' 'TIME' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[  101 19387  1030 14008  4502  2480 29278  3501  2497  1024  8299  1024
  1013  1013  1056  9148 25856  2594  1012  4012  1013  1016 10695  2549
  4402  1004  8318  1025  1011  1011  1011  1011  2145  1996  4569 15580
  2102  6302  1012  1997  2035  2051  1012  2035  2051  1012   102]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1]","[-100    0    0 -100 -100 -100 -100 -100 -100    0    0 -100 -100 -100
 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100    0 -100 -100
    0 -100 -100 -100    0    0    0 -100 -100    0    0    0    0    0
    0    0    0    0 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
40,"['I' 'have' 'eaten' 'a' 'large' 'quantity' 'of' 'oranges' 'this' 'week'
 '...']",[0 0 0 0 0 0 0 0 0 0 0],"[  101  1045  2031  8828  1037  2312 11712  1997  4589  2015  2023  2733
  1012  1012  1012   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0    0    0    0    0 -100    0    0    0 -100
 -100 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
41,"['Bonfire' 'tonite' '.' 'All' 'are' 'welcome' ',' 'joe' 'included']",[0 0 0 0 0 0 0 9 0],[  101 28698 16525  2618  1012  2035  2024  6160  1010  3533  2443   102],[0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1],[-100    0    0 -100    0    0    0    0    0    9    0 -100],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
42,"['@KFSH' 'totally' '!' 'I' 'can' 'go' 'a' 'week' 'w/o' 'tv' ',' 'phones'
 'or' 'a' 'computer' '.' 'I' 'get' 'some' 'time' 'to' 'myself' 'and' 'God'
 '.' 'Brings' 'peace' 'into' 'my' 'life' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0],"[  101  1030  1047 10343  2232  6135   999  1045  2064  2175  1037  2733
  1059  1013  1051  2694  1010 11640  2030  1037  3274  1012  1045  2131
  2070  2051  2000  2870  1998  2643  1012  7545  3521  2046  2026  2166
  1012   102]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1]","[-100    0 -100 -100 -100    0    0    0    0    0    0    0    0 -100
 -100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    9    0    0    0    0    0    0    0 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
43,"['i' 'want' 'a' 'bath' 'but' 'do' ""n't"" 'have' 'a' 'bath' ',' 'shut' 'up'
 ',' 'sam' ""'s"" 'coming' 'tomorrow' 'and' 'steve' 'and' 'tanya' 'will'
 'be' 'round' 'at' '10am' 'so' 'go' 'away' 'you' 'mean' 'people']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 9 0 9 0 0 0 0 0 0 0 0 0 0 0],"[  101  1045  2215  1037  7198  2021  2079  1050  1005  1056  2031  1037
  7198  1010  3844  2039  1010  3520  1005  1055  2746  4826  1998  3889
  1998 19956  2097  2022  2461  2012  2184  3286  2061  2175  2185  2017
  2812  2111   102]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1]","[-100    0    0    0    0    0    0    0 -100 -100    0    0    0    0
    0    0    0    9    0 -100    0    0    0    9    0    9    0    0
    0    0    0 -100    0    0    0    0    0    0 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'B-person', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
44,"['What' 'Do' 'S.F.' 'Rabbis' 'Eat' 'Before' 'and' 'After' 'Yom' 'Kippur'
 '?' 'We' 'Asked' 'Five' 'to' 'Enlighten' 'Us' '!' 'via' '@SFoodie'
 'http://bit.ly/aQrFUz']",[0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[  101  2054  2079  1055  1012  1042  1012 25602  4521  2077  1998  2044
 10930  2213 11382  9397  3126  1029  2057  2356  2274  2000  4372  7138
  2368  2149   999  3081  1030 16420 17139  2666  8299  1024  1013  1013
  2978  1012  1048  2100  1013  1037  4160 12881 17040   102]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1]","[-100    0    0    7 -100 -100 -100    0    0    0    0    0    0 -100
    0 -100 -100    0    0    0    0    0    0 -100 -100    0    0    0
    0 -100 -100 -100    0 -100 -100 -100 -100 -100 -100 -100 -100 -100
 -100 -100 -100 -100]","['O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
45,"['Not' 'only' 'is' 'it' '#BattlestarGalactica' ""'s"" '32nd' 'Anniversary'
 ',' 'tonite' 'is' 'the' '3rd' 'season' 'premiere' 'of' '#StarWars'
 '#TheCloneWars' '!!']",[0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 3 4 0],"[  101  2025  2069  2003  2009  1001  7465  7559  9692 28804  2050  1005
  1055 20628  5315  1010 16525  2618  2003  1996  3822  2161  6765  1997
  1001  2732  9028  2015  1001  1996 20464  5643  9028  2015   999   999
   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0    3 -100 -100 -100 -100 -100    0 -100    0
    0    0    0 -100    0    0    0    0    0    0    3 -100 -100 -100
    4 -100 -100 -100 -100 -100    0 -100 -100]","['O', 'O', 'O', 'O', 'B-creative-work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
46,"['just' 'about' 'off' 'work' '!' 'going' 'to' 'alderwood' 'again' ':)'
 'yay' '.' 'hopefully' 'we' 'got' 'cody' ""'s"" 'ipod' 'in' 'the' 'mail'
 'today' '.']",[ 0  0  0  0  0  0  0  7  0  0  0  0  0  0  0  0  0 11  0  0  0  0  0],"[  101  2074  2055  2125  2147   999  2183  2000  2632  4063  3702  2153
  1024  1007  8038  2100  1012 11504  2057  2288 13326  1005  1055 26322
  1999  1996  5653  2651  1012   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0    0    0    0    7 -100 -100    0    0 -100
    0 -100    0    0    0    0    0    0 -100   11    0    0    0    0
    0 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
47,"['RT' '@Slijterijmeisje' ':' 'Kreeg' 'net' 'een' 'bruikbare' 'tip' 'van'
 'iemand' 'die' 'vorige' 'week' 'was' 'begonnen' 'met' 'een' 'whiskydieet'
 ',' 'hij' 'was' 'nu' 'al' '3' 'dagen' 'kwijt']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[  101 19387  1030 22889 28418  3334 28418 26432  2015  6460  1024  1047
  9910  2290  5658 25212  2078  7987 10179  2243  8237  2063  5955  3158
 29464  2386  2094  3280 29536  3089  3351  2733  2001 11693 18256  2078
  2777 25212  2078 21265 10265  3388  1010  7632  3501  2001 16371  2632
  1017  4830  6914  6448 28418  2102   102]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0 -100 -100 -100 -100 -100 -100 -100    0    0 -100 -100
    0    0 -100    0 -100 -100 -100 -100    0    0    0 -100 -100    0
    0 -100 -100    0    0    0 -100 -100    0    0 -100    0 -100 -100
    0    0 -100    0    0    0    0    0 -100    0 -100 -100 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
